type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2019-08-31 06:47:39,41.975089498,-86.959171593,595.0,5.4,10.0,52.905,117.64,,,,
T,2019-08-31 06:47:48,41.975301057,-86.959129181,595.0,5.1,8.5,52.918,77.95,,,,
T,2019-08-31 06:47:58,41.975560225,-86.959107472,595.0,5.6,3.6,52.934,94.63,,,,
T,2019-08-31 06:48:09,41.975845546,-86.959085595,595.0,5.6,3.3,52.951,104.14,,,,
T,2019-08-31 06:48:21,41.976162549,-86.959039830,596.6,5.7,6.1,52.970,116.19,,,,
T,2019-08-31 06:48:33,41.976483241,-86.958982665,596.6,5.8,7.5,52.989,117.89,,,,
T,2019-08-31 06:48:45,41.976814829,-86.958928602,596.6,6.0,6.9,53.009,121.73,,,,
T,2019-08-31 06:48:58,41.977171144,-86.958946372,596.6,5.9,357.9,53.031,129.94,,,,
T,2019-08-31 06:49:08,41.977438945,-86.958937319,596.6,5.8,1.4,53.047,97.62,,,,
T,2019-08-31 06:49:18,41.977688391,-86.958912006,596.6,5.4,4.3,53.062,91.16,,,,
T,2019-08-31 06:49:30,41.978004388,-86.958913850,596.6,5.7,359.8,53.081,115.15,,,,
T,2019-08-31 06:49:40,41.978271687,-86.958917538,596.6,5.8,359.4,53.097,97.41,,,,
T,2019-08-31 06:49:50,41.978538819,-86.958902283,596.6,5.8,2.4,53.113,97.43,,,,
T,2019-08-31 06:50:02,41.978837717,-86.958896751,596.6,5.4,0.8,53.131,108.93,,,,
T,2019-08-31 06:50:14,41.979142483,-86.958878981,596.6,5.5,2.5,53.149,111.17,,,,
T,2019-08-31 06:50:25,41.979429228,-86.958865570,596.6,5.6,2.0,53.166,104.56,,,,
T,2019-08-31 06:50:29,41.979542384,-86.958870767,596.6,6.1,358.0,53.173,41.26,,,,
T,2019-08-31 06:50:35,41.979706334,-86.958879065,596.6,5.9,357.8,53.183,59.79,,,,
T,2019-08-31 06:50:40,41.979846731,-86.958900690,598.1,6.1,353.5,53.191,51.50,,,,
T,2019-08-31 06:50:45,41.979981596,-86.958915107,598.1,5.8,355.5,53.200,49.30,,,,
T,2019-08-31 06:50:56,41.980285440,-86.958887866,598.1,6.0,3.8,53.218,110.97,,,,
T,2019-08-31 06:50:57,41.980312178,-86.958881076,598.1,5.9,10.7,53.219,9.92,,,,
T,2019-08-31 06:51:09,41.980631948,-86.958828187,596.6,5.8,7.0,53.239,117.41,,,,
T,2019-08-31 06:51:23,41.980983987,-86.958718216,596.6,5.6,13.1,53.260,131.73,,,,
T,2019-08-31 06:51:36,41.981326723,-86.958681419,596.6,5.7,4.6,53.281,125.30,,,,
T,2019-08-31 06:51:46,41.981595615,-86.958659962,596.6,5.8,3.4,53.297,98.16,,,,
T,2019-08-31 06:51:47,41.981622018,-86.958663734,596.6,5.7,353.9,53.299,9.68,,,,
T,2019-08-31 06:51:52,41.981749758,-86.958676642,596.6,5.5,355.7,53.307,46.68,,,,
T,2019-08-31 06:52:07,41.982151754,-86.958710840,596.6,5.8,356.4,53.331,146.79,,,,
T,2019-08-31 06:52:15,41.982371947,-86.958712265,596.6,5.9,359.7,53.344,80.24,,,,
T,2019-08-31 06:52:26,41.982672773,-86.958680917,596.6,5.9,4.4,53.362,109.96,,,,
T,2019-08-31 06:52:39,41.982972342,-86.958596846,596.6,5.1,11.8,53.380,111.53,,,,
T,2019-08-31 06:52:51,41.983298566,-86.958573042,596.6,5.9,3.1,53.400,119.06,,,,
T,2019-08-31 06:52:53,41.983353971,-86.958575891,596.6,6.0,357.8,53.403,20.20,,,,
T,2019-08-31 06:53:05,41.983684721,-86.958574299,598.1,6.0,0.2,53.423,120.53,,,,
T,2019-08-31 06:53:17,41.984028211,-86.958556026,598.1,6.2,2.3,53.444,125.27,,,,
T,2019-08-31 06:53:29,41.984352758,-86.958575305,596.6,5.8,357.5,53.463,118.39,,,,
T,2019-08-31 06:53:38,41.984590301,-86.958592739,596.6,5.7,356.9,53.477,86.69,,,,
T,2019-08-31 06:53:41,41.984671522,-86.958614364,596.6,6.0,348.8,53.482,30.18,,,,
T,2019-08-31 06:53:45,41.984775877,-86.958624842,596.6,5.6,355.7,53.489,38.13,,,,
T,2019-08-31 06:53:57,41.985104447,-86.958631463,598.1,5.9,359.1,53.508,119.75,,,,
T,2019-08-31 06:54:09,41.985437376,-86.958583351,598.1,6.0,6.1,53.529,122.03,,,,
T,2019-08-31 06:54:18,41.985688666,-86.958553847,598.1,6.1,5.0,53.544,91.92,,,,
T,2019-08-31 06:54:29,41.985983290,-86.958534233,598.1,5.8,2.8,53.561,107.50,,,,
T,2019-08-31 06:54:31,41.986040622,-86.958533479,598.1,6.2,0.6,53.565,20.89,,,,
T,2019-08-31 06:54:42,41.986364918,-86.958519649,598.1,6.4,1.8,53.584,118.24,,,,
T,2019-08-31 06:54:55,41.986742103,-86.958547309,598.1,6.3,356.9,53.607,137.66,,,,
T,2019-08-31 06:55:05,41.987023149,-86.958541945,598.1,6.1,0.8,53.624,102.43,,,,
T,2019-08-31 06:55:14,41.987271253,-86.958563738,598.1,6.0,356.3,53.639,90.61,,,,
T,2019-08-31 06:55:26,41.987609882,-86.958533563,596.6,6.1,3.8,53.659,123.67,,,,
T,2019-08-31 06:55:40,41.987992181,-86.958513195,598.1,5.9,2.3,53.682,139.42,,,,
T,2019-08-31 06:55:50,41.988242129,-86.958475476,598.1,5.4,6.4,53.697,91.66,,,,
T,2019-08-31 06:56:01,41.988534490,-86.958415797,598.1,5.8,8.6,53.715,107.77,,,,
T,2019-08-31 06:56:13,41.988868257,-86.958335750,598.1,6.1,10.1,53.735,123.56,,,,
T,2019-08-31 06:56:25,41.989173945,-86.958299372,598.1,5.5,5.1,53.754,111.83,,,,
T,2019-08-31 06:56:37,41.989502013,-86.958282944,598.1,5.9,2.1,53.773,119.64,,,,
T,2019-08-31 06:56:50,41.989863608,-86.958304569,598.1,6.0,357.5,53.795,131.90,,,,
T,2019-08-31 06:57:01,41.990181282,-86.958338851,598.1,6.3,355.4,53.814,116.14,,,,
T,2019-08-31 06:57:12,41.990498034,-86.958315214,598.1,6.2,3.2,53.833,115.61,,,,
T,2019-08-31 06:57:26,41.990879327,-86.958278418,598.1,5.9,4.1,53.856,139.31,,,,
T,2019-08-31 06:57:40,41.991245784,-86.958198035,598.1,5.7,9.3,53.878,135.32,,,,
T,2019-08-31 06:57:51,41.991509478,-86.958148330,598.1,5.2,8.0,53.894,97.04,,,,
T,2019-08-31 06:57:53,41.991560441,-86.958146570,598.1,5.5,1.5,53.897,18.58,,,,
T,2019-08-31 06:57:57,41.991664208,-86.958133830,598.1,5.6,5.2,53.904,37.97,,,,
T,2019-08-31 06:58:09,41.991992276,-86.958099799,598.1,5.9,4.4,53.923,119.91,,,,
T,2019-08-31 06:58:14,41.992126051,-86.958097201,598.1,5.8,0.8,53.931,48.75,,,,
T,2019-08-31 06:58:19,41.992252450,-86.958073731,598.1,5.5,7.9,53.939,46.50,,,,
T,2019-08-31 06:58:21,41.992302826,-86.958058644,598.1,5.6,12.5,53.942,18.81,,,,
T,2019-08-31 06:58:29,41.992496867,-86.958039952,596.6,5.3,4.1,53.954,70.89,,,,
T,2019-08-31 06:58:40,41.992779840,-86.958002234,596.6,5.6,5.7,53.971,103.63,,,,
T,2019-08-31 06:58:43,41.992854606,-86.957996534,596.6,5.4,3.2,53.975,27.29,,,,
T,2019-08-31 06:58:50,41.993020820,-86.957969041,596.6,5.2,7.0,53.985,61.03,,,,
T,2019-08-31 06:59:04,41.993323239,-86.957866112,596.6,4.8,14.2,54.004,113.70,,,,
T,2019-08-31 06:59:16,41.993551981,-86.957831327,596.6,4.1,6.4,54.018,83.89,,,,
T,2019-08-31 06:59:21,41.993657844,-86.957879187,596.6,4.8,341.4,54.025,40.71,,,,
T,2019-08-31 06:59:32,41.993958587,-86.957883379,596.6,5.9,359.4,54.043,109.60,,,,
T,2019-08-31 06:59:43,41.994255390,-86.957848761,596.6,5.8,5.0,54.060,108.57,,,,
T,2019-08-31 06:59:54,41.994556552,-86.957841888,598.1,5.9,1.0,54.078,109.76,,,,
T,2019-08-31 07:00:06,41.994899204,-86.957842391,598.1,6.2,359.9,54.099,124.87,,,,
T,2019-08-31 07:00:16,41.995161977,-86.957799727,598.1,5.7,6.9,54.115,96.46,,,,
T,2019-08-31 07:00:28,41.995483171,-86.957756476,598.1,5.8,5.7,54.134,117.64,,,,
T,2019-08-31 07:00:42,41.995858429,-86.957701743,598.1,5.8,6.2,54.157,137.56,,,,
T,2019-08-31 07:00:52,41.996113574,-86.957655558,598.1,5.6,7.7,54.172,93.82,,,,
T,2019-08-31 07:00:59,41.996299401,-86.957656648,598.1,5.7,359.8,54.183,67.72,,,,
T,2019-08-31 07:01:01,41.996355308,-86.957652625,598.1,6.0,3.1,54.187,20.40,,,,
T,2019-08-31 07:01:14,41.996716568,-86.957657989,598.1,6.0,359.4,54.209,131.66,,,,
T,2019-08-31 07:01:25,41.997030387,-86.957681794,598.1,6.2,356.8,54.227,114.54,,,,
T,2019-08-31 07:01:36,41.997318724,-86.957704509,598.1,5.7,356.6,54.245,105.26,,,,
T,2019-08-31 07:01:45,41.997538833,-86.957673915,598.1,5.3,5.9,54.258,80.64,,,,
T,2019-08-31 07:01:51,41.997690881,-86.957694870,598.1,5.5,354.2,54.267,55.70,,,,
T,2019-08-31 07:01:59,41.997898333,-86.957699647,599.7,5.6,359.0,54.280,75.61,,,,
T,2019-08-31 07:02:07,41.998106288,-86.957684979,598.1,5.6,3.0,54.292,75.89,,,,
T,2019-08-31 07:02:15,41.998302843,-86.957662348,598.1,5.3,4.9,54.304,71.89,,,,
T,2019-08-31 07:02:27,41.998609286,-86.957632257,599.7,5.5,4.2,54.322,111.97,,,,
T,2019-08-31 07:02:28,41.998636275,-86.957634520,598.1,5.8,356.4,54.324,9.85,,,,
T,2019-08-31 07:02:41,41.998976916,-86.957629155,599.7,5.7,0.7,54.344,124.14,,,,
T,2019-08-31 07:02:52,41.999255111,-86.957606608,599.7,5.5,3.4,54.361,101.56,,,,
T,2019-08-31 07:03:02,41.999512017,-86.957580373,599.7,5.6,4.3,54.377,93.89,,,,
T,2019-08-31 07:03:06,41.999595836,-86.957601663,599.7,4.6,349.3,54.382,31.09,,,,
T,2019-08-31 07:03:18,41.999907559,-86.957607698,599.7,5.6,359.2,54.400,113.61,,,,
T,2019-08-31 07:03:30,42.000227077,-86.957595209,599.7,5.8,1.7,54.420,116.49,,,,
T,2019-08-31 07:03:43,42.000571825,-86.957600908,599.7,5.7,359.3,54.440,125.64,,,,
T,2019-08-31 07:03:53,42.000845158,-86.957597723,599.7,5.9,0.5,54.457,99.61,,,,
T,2019-08-31 07:04:03,42.001116229,-86.957560508,599.7,5.9,5.8,54.473,99.30,,,,
T,2019-08-31 07:04:05,42.001167107,-86.957549276,599.7,5.6,9.3,54.476,18.79,,,,
T,2019-08-31 07:04:19,42.001522751,-86.957476186,599.7,5.5,8.7,54.498,131.12,,,,
T,2019-08-31 07:04:29,42.001787284,-86.957438970,599.7,5.7,6.0,54.514,96.93,,,,
T,2019-08-31 07:04:38,42.002043100,-86.957411058,599.7,6.2,4.6,54.529,93.53,,,,
T,2019-08-31 07:04:46,42.002263879,-86.957407454,601.3,6.0,0.7,54.542,80.46,,,,
T,2019-08-31 07:04:57,42.002575938,-86.957389349,599.7,6.1,2.5,54.561,113.82,,,,
T,2019-08-31 07:05:06,42.002818594,-86.957370574,601.3,5.8,3.3,54.576,88.57,,,,
T,2019-08-31 07:05:15,42.003053203,-86.957335118,601.3,5.7,6.4,54.590,86.04,,,,
T,2019-08-31 07:05:25,42.003329638,-86.957305530,601.3,6.0,4.5,54.606,101.06,,,,
T,2019-08-31 07:05:33,42.003543964,-86.957291951,601.3,5.8,2.7,54.619,78.19,,,,
T,2019-08-31 07:05:38,42.003679499,-86.957277283,601.3,5.9,4.6,54.627,49.55,,,,
T,2019-08-31 07:05:51,42.004012764,-86.957229422,601.3,5.6,6.1,54.647,122.14,,,,
T,2019-08-31 07:05:57,42.004150394,-86.957238475,601.3,5.0,357.2,54.656,50.21,,,,
T,2019-08-31 07:06:08,42.004420292,-86.957257166,601.3,5.3,357.1,54.672,98.49,,,,
T,2019-08-31 07:06:20,42.004750036,-86.957220286,602.9,6.0,4.8,54.692,120.58,,,,
T,2019-08-31 07:06:30,42.005019598,-86.957244761,602.9,5.8,356.1,54.708,98.46,,,,
T,2019-08-31 07:06:43,42.005391084,-86.957195392,602.9,6.2,5.6,54.730,136.04,,,,
T,2019-08-31 07:06:54,42.005683612,-86.957131941,602.9,5.8,9.2,54.748,107.99,,,,
T,2019-08-31 07:07:06,42.005986283,-86.957059102,602.9,5.5,10.1,54.767,112.06,,,,
T,2019-08-31 07:07:18,42.006286187,-86.956995483,602.9,5.5,9.0,54.785,110.65,,,,
T,2019-08-31 07:07:33,42.006654404,-86.956897499,601.3,5.4,11.2,54.807,136.80,,,,
T,2019-08-31 07:07:46,42.006981131,-86.956868162,602.9,5.4,3.8,54.827,119.33,,,,
T,2019-08-31 07:07:58,42.007299811,-86.956952903,602.9,5.8,348.8,54.846,118.39,,,,
T,2019-08-31 07:08:10,42.007599212,-86.956918370,602.9,5.4,4.9,54.864,109.51,,,,
T,2019-08-31 07:08:24,42.007948486,-86.956832623,602.9,5.5,10.3,54.886,129.40,,,,
T,2019-08-31 07:08:27,42.008024845,-86.956818625,604.4,5.5,7.8,54.890,28.09,,,,
T,2019-08-31 07:08:41,42.008378562,-86.956700692,602.9,5.6,13.9,54.912,132.82,,,,
T,2019-08-31 07:08:45,42.008481324,-86.956674876,602.9,5.6,10.6,54.918,38.10,,,,
T,2019-08-31 07:08:51,42.008614093,-86.956687700,602.9,4.8,355.9,54.926,48.51,,,,
T,2019-08-31 07:08:57,42.008759770,-86.956687616,602.9,5.2,0.0,54.935,53.09,,,,
T,2019-08-31 07:09:11,42.009111894,-86.956650820,602.9,5.4,4.4,54.956,128.71,,,,
T,2019-08-31 07:09:23,42.009421019,-86.956574293,602.9,5.7,10.4,54.975,114.55,,,,
T,2019-08-31 07:09:26,42.009493355,-86.956545040,602.9,5.4,16.7,54.980,27.53,,,,
T,2019-08-31 07:09:38,42.009798540,-86.956449905,604.4,5.6,13.0,54.999,114.18,,,,
T,2019-08-31 07:09:53,42.010168936,-86.956289979,604.4,5.6,17.8,55.022,141.80,,,,
T,2019-08-31 07:10:07,42.010504547,-86.956159975,604.4,5.4,16.1,55.043,127.30,,,,
T,2019-08-31 07:10:20,42.010807805,-86.956027877,604.4,5.3,17.9,55.062,116.20,,,,
T,2019-08-31 07:10:33,42.011090610,-86.955928048,604.4,4.9,14.7,55.080,106.57,,,,
T,2019-08-31 07:10:45,42.011374840,-86.955797039,606.0,5.4,18.9,55.098,109.53,,,,
T,2019-08-31 07:10:58,42.011694694,-86.955683883,604.4,5.5,14.7,55.117,120.55,,,,
T,2019-08-31 07:11:10,42.011990156,-86.955601070,604.4,5.4,11.8,55.135,110.00,,,,
T,2019-08-31 07:11:23,42.012302382,-86.955477605,604.4,5.4,16.4,55.155,118.62,,,,
T,2019-08-31 07:11:36,42.012638999,-86.955368053,606.0,5.8,13.6,55.176,126.23,,,,
T,2019-08-31 07:11:48,42.012956925,-86.955305021,604.4,5.8,8.4,55.195,117.12,,,,
T,2019-08-31 07:11:58,42.013221038,-86.955283647,606.0,5.7,3.4,55.211,96.42,,,,
T,2019-08-31 07:12:08,42.013492696,-86.955280043,606.0,5.9,0.6,55.227,99.00,,,,
T,2019-08-31 07:12:15,42.013678187,-86.955267889,604.4,5.7,2.8,55.238,67.68,,,,
T,2019-08-31 07:12:22,42.013858734,-86.955248527,604.4,5.6,4.6,55.249,66.00,,,,
T,2019-08-31 07:12:34,42.014170624,-86.955223130,604.4,5.6,3.5,55.268,113.87,,,,
T,2019-08-31 07:12:44,42.014449071,-86.955253892,606.0,6.0,355.3,55.285,101.81,,,,
T,2019-08-31 07:12:54,42.014732547,-86.955244252,606.0,6.1,1.4,55.302,103.34,,,,
T,2019-08-31 07:13:06,42.015081318,-86.955231512,607.6,6.3,1.6,55.323,127.14,,,,
T,2019-08-31 07:13:15,42.015343253,-86.955222711,607.6,6.3,1.4,55.338,95.48,,,,
T,2019-08-31 07:13:26,42.015635865,-86.955158589,606.0,5.8,9.2,55.356,108.05,,,,
T,2019-08-31 07:13:36,42.015910121,-86.955116512,607.6,6.0,6.5,55.373,100.59,,,,
T,2019-08-31 07:13:45,42.016144730,-86.955088265,607.6,5.7,5.1,55.387,85.84,,,,
T,2019-08-31 07:13:56,42.016414041,-86.954997238,607.6,5.5,14.1,55.403,101.21,,,,
T,2019-08-31 07:14:06,42.016679579,-86.954940911,607.6,5.8,9.0,55.420,97.97,,,,
T,2019-08-31 07:14:18,42.016984681,-86.954892967,606.0,5.5,6.7,55.438,111.94,,,,
T,2019-08-31 07:14:29,42.017269917,-86.954902103,606.0,5.6,358.6,55.455,103.97,,,,
T,2019-08-31 07:14:31,42.017324902,-86.954896655,607.6,6.0,4.2,55.458,20.09,,,,
T,2019-08-31 07:14:35,42.017438058,-86.954887267,606.0,6.1,3.5,55.465,41.31,,,,
T,2019-08-31 07:14:39,42.017558757,-86.954893051,607.6,6.5,358.0,55.472,44.01,,,,
T,2019-08-31 07:14:50,42.017844245,-86.954865810,606.0,5.6,4.1,55.490,104.30,,,,
T,2019-08-31 07:14:58,42.018043399,-86.954813003,606.0,5.5,11.1,55.502,73.98,,,,
T,2019-08-31 07:15:10,42.018349255,-86.954780901,606.0,5.5,4.5,55.520,111.80,,,,
T,2019-08-31 07:15:22,42.018642537,-86.954819793,607.6,5.3,354.4,55.538,107.40,,,,
T,2019-08-31 07:15:32,42.018882427,-86.954748463,606.0,5.3,12.5,55.553,89.54,,,,
T,2019-08-31 07:15:44,42.019186187,-86.954764472,607.6,5.5,357.8,55.571,110.78,,,,
T,2019-08-31 07:15:48,42.019296242,-86.954739578,607.6,6.0,9.5,55.578,40.67,,,,
T,2019-08-31 07:15:53,42.019424653,-86.954748463,607.6,5.6,357.1,55.585,46.86,,,,
T,2019-08-31 07:16:03,42.019711314,-86.954729184,607.6,6.2,2.9,55.602,104.59,,,,
T,2019-08-31 07:16:14,42.020019600,-86.954659950,607.6,6.1,9.5,55.621,113.91,,,,
T,2019-08-31 07:16:24,42.020281870,-86.954569593,607.6,5.8,14.4,55.637,98.68,,,,
T,2019-08-31 07:16:34,42.020540284,-86.954482002,607.6,5.8,14.1,55.653,97.13,,,,
T,2019-08-31 07:16:48,42.020906825,-86.954336911,607.6,5.9,16.4,55.676,139.27,,,,
T,2019-08-31 07:17:00,42.021203041,-86.954203723,607.6,5.6,18.5,55.695,113.85,,,,
T,2019-08-31 07:17:12,42.021523062,-86.954166423,607.6,5.8,4.9,55.714,117.06,,,,
T,2019-08-31 07:17:24,42.021839898,-86.954125436,607.6,5.7,5.5,55.733,116.00,,,,
T,2019-08-31 07:17:37,42.022164864,-86.954039354,606.0,5.5,11.1,55.753,120.71,,,,
T,2019-08-31 07:17:50,42.022501985,-86.953964504,606.0,5.7,9.4,55.774,124.52,,,,
T,2019-08-31 07:17:59,42.022750927,-86.953907590,606.0,6.1,9.6,55.789,92.03,,,,
T,2019-08-31 07:18:12,42.023119228,-86.953823017,606.0,6.2,9.7,55.811,136.17,,,,
T,2019-08-31 07:18:23,42.023421312,-86.953778090,607.6,6.0,6.3,55.830,110.76,,,,
T,2019-08-31 07:18:34,42.023712834,-86.953664264,607.6,6.0,16.2,55.848,110.65,,,,
T,2019-08-31 07:18:46,42.024054313,-86.953626210,606.0,6.2,4.7,55.868,124.87,,,,
T,2019-08-31 07:18:58,42.024398139,-86.953599723,606.0,6.2,3.3,55.889,125.50,,,,
T,2019-08-31 07:19:13,42.024797536,-86.953521855,606.0,5.8,8.2,55.913,147.08,,,,
T,2019-08-31 07:19:25,42.025115881,-86.953491261,606.0,5.7,4.1,55.932,116.31,,,,
T,2019-08-31 07:19:36,42.025408996,-86.953438539,606.0,5.8,7.6,55.950,107.77,,,,
T,2019-08-31 07:19:49,42.025765311,-86.953338459,606.0,6.0,11.8,55.972,132.66,,,,
T,2019-08-31 07:20:01,42.026081392,-86.953255478,606.0,5.8,11.0,55.991,117.37,,,,
T,2019-08-31 07:20:12,42.026363360,-86.953235529,606.0,5.5,3.0,56.008,102.90,,,,
T,2019-08-31 07:20:23,42.026660331,-86.953208707,606.0,5.8,3.8,56.026,108.47,,,,
T,2019-08-31 07:20:34,42.026963755,-86.953156320,606.0,6.0,7.3,56.044,111.49,,,,
T,2019-08-31 07:20:47,42.027298277,-86.953067556,606.0,5.7,11.2,56.065,124.27,,,,
T,2019-08-31 07:20:57,42.027546214,-86.953005446,606.0,5.4,10.5,56.080,91.91,,,,
T,2019-08-31 07:21:10,42.027914347,-86.952977702,606.0,6.1,3.2,56.102,134.37,,,,
T,2019-08-31 07:21:25,42.028349284,-86.952978959,607.6,6.3,359.9,56.128,158.50,,,,
T,2019-08-31 07:21:35,42.028616499,-86.952983234,606.0,5.8,359.3,56.144,97.38,,,,
T,2019-08-31 07:21:47,42.028929228,-86.952912575,607.6,5.7,9.5,56.163,115.57,,,,
T,2019-08-31 07:21:58,42.029204825,-86.952870330,606.0,5.4,6.5,56.180,101.09,,,,
T,2019-08-31 07:22:10,42.029507663,-86.952842502,604.4,5.5,3.9,56.198,110.62,,,,
T,2019-08-31 07:22:21,42.029774459,-86.952767484,604.4,5.4,11.8,56.214,99.34,,,,
T,2019-08-31 07:22:33,42.030050978,-86.952654999,606.0,5.2,16.8,56.232,105.30,,,,
T,2019-08-31 07:22:43,42.030307380,-86.952604372,606.0,5.6,8.3,56.247,94.44,,,,
T,2019-08-31 07:22:55,42.030627821,-86.952658938,604.4,5.8,352.8,56.267,117.71,,,,
T,2019-08-31 07:23:08,42.030899981,-86.952507142,604.4,4.9,22.5,56.284,107.41,,,,
T,2019-08-31 07:23:21,42.031211620,-86.952523235,604.4,5.2,357.8,56.303,113.65,,,,
T,2019-08-31 07:23:34,42.031565756,-86.952492977,606.0,5.9,3.6,56.324,129.31,,,,
T,2019-08-31 07:23:44,42.031847136,-86.952489372,604.4,6.1,0.5,56.341,102.54,,,,
T,2019-08-31 07:23:57,42.032219879,-86.952549219,604.4,6.2,353.2,56.364,136.80,,,,
T,2019-08-31 07:24:08,42.032524645,-86.952690287,606.0,6.3,341.0,56.383,117.49,,,,
T,2019-08-31 07:24:11,42.032597903,-86.952734292,606.0,5.8,336.0,56.388,29.25,,,,
T,2019-08-31 07:24:24,42.032945082,-86.952724317,604.4,5.8,1.2,56.409,126.55,,,,
T,2019-08-31 07:24:36,42.033258565,-86.952708056,604.4,5.6,2.2,56.428,114.32,,,,
T,2019-08-31 07:24:47,42.033570288,-86.952701770,604.4,6.1,0.9,56.446,113.61,,,,
T,2019-08-31 07:24:59,42.033845466,-86.952599175,602.9,5.1,15.5,56.463,104.08,,,,
T,2019-08-31 07:25:11,42.034172779,-86.952561876,602.9,5.9,4.8,56.483,119.71,,,,
T,2019-08-31 07:25:22,42.034473857,-86.952534551,602.9,5.9,3.9,56.501,109.97,,,,
T,2019-08-31 07:25:32,42.034737719,-86.952474117,602.9,5.8,9.7,56.517,97.55,,,,
T,2019-08-31 07:25:44,42.035048939,-86.952379318,602.9,5.7,12.7,56.536,116.30,,,,
T,2019-08-31 07:25:57,42.035388406,-86.952354675,602.9,5.6,3.1,56.557,123.89,,,,
T,2019-08-31 07:26:05,42.035625447,-86.952351825,602.9,6.4,0.5,56.571,86.38,,,,
T,2019-08-31 07:26:18,42.035972541,-86.952432208,602.9,5.9,350.2,56.592,128.36,,,,
T,2019-08-31 07:26:28,42.036239840,-86.952495072,568.1,5.9,350.1,56.608,98.89,,,,
T,2019-08-31 07:26:29,42.036267500,-86.952493563,606.0,6.0,2.3,56.610,10.09,,,,
T,2019-08-31 07:26:30,42.036294658,-86.952488702,606.0,5.9,7.6,56.612,9.98,,,,
T,2019-08-31 07:26:42,42.036622474,-86.952466155,602.9,5.9,2.9,56.631,119.62,,,,
T,2019-08-31 07:26:55,42.036968311,-86.952417959,602.9,5.8,5.9,56.652,126.71,,,,
T,2019-08-31 07:27:05,42.037245249,-86.952350233,602.9,6.1,10.3,56.669,102.58,,,,
T,2019-08-31 07:27:18,42.037591841,-86.952267084,602.9,5.8,10.1,56.690,128.31,,,,
T,2019-08-31 07:27:29,42.037908509,-86.952246129,606.0,6.2,2.8,56.709,115.54,,,,
T,2019-08-31 07:27:43,42.038301705,-86.952270940,602.9,6.1,357.3,56.733,143.45,,,,
T,2019-08-31 07:27:55,42.038635137,-86.952283513,601.3,6.0,358.4,56.753,121.56,,,,
T,2019-08-31 07:28:06,42.038928671,-86.952340761,601.3,5.8,351.8,56.771,108.09,,,,
T,2019-08-31 07:28:16,42.039200161,-86.952344868,601.3,5.9,359.4,56.787,98.94,,,,
T,2019-08-31 07:28:29,42.039528480,-86.952319220,601.3,5.5,3.3,56.807,119.85,,,,
T,2019-08-31 07:28:42,42.039874317,-86.952303629,599.7,5.7,1.9,56.827,126.10,,,,
T,2019-08-31 07:28:56,42.040211018,-86.952273035,601.3,5.2,3.9,56.848,122.98,,,,
T,2019-08-31 07:29:07,42.040482257,-86.952273957,601.3,5.3,359.9,56.864,98.84,,,,
T,2019-08-31 07:29:23,42.040907387,-86.952285776,601.3,5.7,358.8,56.889,154.96,,,,
T,2019-08-31 07:29:36,42.041252637,-86.952257026,601.3,5.7,3.5,56.910,126.06,,,,
T,2019-08-31 07:29:49,42.041605767,-86.952199694,601.3,5.9,6.9,56.931,129.63,,,,
T,2019-08-31 07:30:00,42.041905587,-86.952133812,599.7,6.0,9.3,56.950,110.72,,,,
T,2019-08-31 07:30:12,42.042224184,-86.952037253,601.3,5.9,12.7,56.969,119.03,,,,
T,2019-08-31 07:30:26,42.042616038,-86.951959887,601.3,6.1,8.3,56.993,144.34,,,,
T,2019-08-31 07:30:38,42.042942764,-86.951933401,599.7,5.9,3.4,57.013,119.28,,,,
T,2019-08-31 07:30:50,42.043264965,-86.951894006,599.7,5.8,5.2,57.032,117.90,,,,
T,2019-08-31 07:31:02,42.043586159,-86.951852851,599.7,5.8,5.4,57.051,117.58,,,,
T,2019-08-31 07:31:14,42.043901654,-86.951849414,599.7,5.7,0.5,57.070,114.98,,,,
T,2019-08-31 07:31:27,42.044265345,-86.951822927,599.7,6.0,3.1,57.092,132.73,,,,
T,2019-08-31 07:31:42,42.044689804,-86.951848324,601.3,6.1,357.5,57.118,154.83,,,,
T,2019-08-31 07:31:50,42.044912260,-86.951839691,601.3,6.0,1.7,57.131,81.10,,,,
T,2019-08-31 07:32:03,42.045272682,-86.951806750,601.3,6.0,3.9,57.153,131.65,,,,
T,2019-08-31 07:32:16,42.045634026,-86.951767858,601.3,6.0,4.6,57.174,132.10,,,,
T,2019-08-31 07:32:23,42.045825049,-86.951721590,601.3,6.0,10.2,57.186,70.74,,,,
T,2019-08-31 07:32:36,42.046157057,-86.951669874,601.3,5.6,6.6,57.206,121.80,,,,
T,2019-08-31 07:32:50,42.046509432,-86.951670628,601.3,5.4,359.9,57.227,128.41,,,,
T,2019-08-31 07:33:02,42.046824005,-86.951677501,601.3,5.7,359.1,57.246,114.65,,,,
T,2019-08-31 07:33:12,42.047089292,-86.951665180,601.3,5.7,2.0,57.262,96.73,,,,
T,2019-08-31 07:33:23,42.047361955,-86.951642213,601.3,5.4,3.6,57.278,99.56,,,,
T,2019-08-31 07:33:36,42.047704607,-86.951621007,601.3,5.7,2.6,57.299,125.00,,,,
T,2019-08-31 07:33:48,42.048044913,-86.951593766,601.3,6.1,3.4,57.319,124.23,,,,
