type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2019-09-01 14:02:30,42.105979119,-86.573071880,596.6,6.1,250.7,99.672,164.31,,,,
T,2019-09-01 14:02:50,42.105784742,-86.573746037,598.1,5.8,248.8,99.704,196.18,,,,
T,2019-09-01 14:03:09,42.105566980,-86.574443914,598.1,6.4,247.2,99.738,205.34,,,,
T,2019-09-01 14:03:30,42.105352404,-86.575261653,598.1,6.6,250.5,99.777,235.28,,,,
T,2019-09-01 14:03:47,42.105169930,-86.575903287,598.1,6.5,249.0,99.807,186.39,,,,
T,2019-09-01 14:04:03,42.105009751,-86.576522123,598.1,6.6,250.8,99.837,177.79,,,,
T,2019-09-01 14:04:26,42.104793498,-86.577334330,598.1,6.0,250.3,99.875,234.08,,,,
T,2019-09-01 14:04:45,42.104575317,-86.578033632,598.1,6.4,247.2,99.909,205.76,,,,
T,2019-09-01 14:05:04,42.104352023,-86.578727905,598.1,6.4,246.6,99.943,205.23,,,,
T,2019-09-01 14:05:22,42.104154462,-86.579356631,598.1,6.1,247.0,99.973,185.19,,,,
T,2019-09-01 14:05:43,42.103883894,-86.580141848,598.1,6.6,245.1,100.012,234.80,,,,
T,2019-09-01 14:06:02,42.103669066,-86.580817597,598.1,6.2,246.8,100.045,199.40,,,,
T,2019-09-01 14:06:22,42.103442000,-86.581530226,598.1,6.2,246.8,100.079,210.35,,,,
T,2019-09-01 14:06:41,42.103227926,-86.582226511,598.1,6.4,247.5,100.113,204.43,,,,
T,2019-09-01 14:06:59,42.103048470,-86.582882144,598.1,6.2,249.8,100.144,189.56,,,,
T,2019-09-01 14:07:18,42.102854513,-86.583573064,598.1,6.2,249.3,100.177,200.38,,,,
T,2019-09-01 14:07:37,42.102626693,-86.584240263,598.1,6.2,245.3,100.210,199.19,,,,
T,2019-09-01 14:07:50,42.102468526,-86.584711159,598.1,6.4,245.6,100.233,140.19,,,,
T,2019-09-01 14:08:06,42.102369452,-86.585290767,596.6,6.0,257.0,100.260,161.39,,,,
T,2019-09-01 14:08:23,42.102272054,-86.585851936,596.6,5.4,256.8,100.285,156.37,,,,
T,2019-09-01 14:08:39,42.102102405,-86.586457947,596.6,6.5,249.3,100.314,175.70,,,,
T,2019-09-01 14:08:55,42.101965696,-86.587048620,598.1,6.2,252.7,100.342,167.86,,,,
T,2019-09-01 14:09:16,42.101763524,-86.587812798,598.1,6.2,250.4,100.378,220.09,,,,
T,2019-09-01 14:09:30,42.101672161,-86.588357119,596.6,6.4,257.3,100.403,151.43,,,,
T,2019-09-01 14:09:46,42.101589180,-86.589027923,598.1,6.8,260.5,100.433,184.54,,,,
T,2019-09-01 14:10:02,42.101450712,-86.589668971,598.1,6.7,253.8,100.463,181.14,,,,
T,2019-09-01 14:10:20,42.101250636,-86.590402890,596.6,7.0,249.8,100.498,212.10,,,,
T,2019-09-01 14:10:38,42.101012422,-86.591125829,596.6,7.1,246.1,100.533,214.55,,,,
T,2019-09-01 14:10:53,42.100835061,-86.591697978,596.6,6.6,247.3,100.561,168.19,,,,
T,2019-09-01 14:11:08,42.100678822,-86.592254704,596.6,6.4,249.3,100.588,161.46,,,,
T,2019-09-01 14:11:29,42.100447901,-86.593041345,596.6,6.5,248.4,100.625,229.47,,,,
T,2019-09-01 14:11:45,42.100253189,-86.593615673,596.6,6.3,245.4,100.654,171.26,,,,
T,2019-09-01 14:12:00,42.100085551,-86.594140129,596.6,6.1,246.7,100.679,154.89,,,,
T,2019-09-01 14:12:17,42.099852869,-86.594770029,598.1,6.7,243.5,100.711,190.83,,,,
T,2019-09-01 14:12:32,42.099688333,-86.595303873,596.6,6.2,247.4,100.736,156.80,,,,
T,2019-09-01 14:12:53,42.099464200,-86.596111804,596.6,6.6,249.5,100.775,233.99,,,,
T,2019-09-01 14:13:12,42.099303771,-86.596837174,596.6,6.4,253.4,100.809,205.36,,,,
T,2019-09-01 14:13:27,42.099168487,-86.597417034,596.6,6.5,252.5,100.836,164.91,,,,
T,2019-09-01 14:13:43,42.099024318,-86.597997649,596.6,6.2,251.5,100.863,166.11,,,,
T,2019-09-01 14:14:04,42.098813094,-86.598789822,596.6,6.4,250.2,100.901,228.36,,,,
T,2019-09-01 14:14:22,42.098642858,-86.599422153,596.6,6.0,250.1,100.931,182.48,,,,
T,2019-09-01 14:14:37,42.098514196,-86.599967396,596.6,6.1,252.4,100.956,155.23,,,,
T,2019-09-01 14:14:53,42.098358292,-86.600504760,596.6,5.8,248.6,100.982,156.52,,,,
T,2019-09-01 14:15:15,42.098120581,-86.601279080,596.6,6.1,247.5,101.019,227.31,,,,
T,2019-09-01 14:15:32,42.097892342,-86.601862460,598.1,6.2,242.2,101.049,178.85,,,,
T,2019-09-01 14:15:49,42.097708527,-86.602493618,596.6,6.4,248.6,101.079,183.93,,,,
T,2019-09-01 14:16:05,42.097582379,-86.603149166,596.6,6.8,255.5,101.109,183.76,,,,
T,2019-09-01 14:16:23,42.097442234,-86.603854001,596.6,6.5,255.0,101.142,198.00,,,,
T,2019-09-01 14:16:39,42.097289180,-86.604420114,596.6,6.1,250.0,101.169,163.46,,,,
T,2019-09-01 14:16:56,42.097093631,-86.605059654,596.6,6.5,247.6,101.200,187.63,,,,
T,2019-09-01 14:17:14,42.096894644,-86.605687458,596.6,6.1,246.9,101.230,185.18,,,,
T,2019-09-01 14:17:31,42.096692724,-86.606267570,596.6,6.1,244.9,101.259,173.79,,,,
T,2019-09-01 14:17:47,42.096489211,-86.606808705,595.0,6.1,243.1,101.286,164.53,,,,
T,2019-09-01 14:18:03,42.096317047,-86.607370377,596.6,6.1,247.6,101.313,164.85,,,,
T,2019-09-01 14:18:23,42.096100626,-86.608080827,596.6,6.2,247.7,101.347,208.33,,,,
T,2019-09-01 14:18:39,42.095930390,-86.608630093,596.6,6.0,247.3,101.374,161.47,,,,
T,2019-09-01 14:18:55,42.095751855,-86.609205594,596.6,6.3,247.3,101.402,169.21,,,,
T,2019-09-01 14:19:15,42.095537530,-86.609901460,595.0,6.1,247.5,101.435,204.38,,,,
T,2019-09-01 14:19:34,42.095329743,-86.610543011,595.0,5.9,246.4,101.467,189.88,,,,
T,2019-09-01 14:19:51,42.095162943,-86.611079369,595.0,5.5,247.3,101.493,157.76,,,,
T,2019-09-01 14:20:07,42.095012907,-86.611575494,595.0,5.4,247.8,101.517,145.33,,,,
T,2019-09-01 14:20:27,42.094836384,-86.612262223,596.6,5.8,250.9,101.549,197.18,,,,
T,2019-09-01 14:20:44,42.094664806,-86.612845352,595.0,5.9,248.4,101.577,170.17,,,,
T,2019-09-01 14:21:00,42.094503203,-86.613441557,595.0,6.4,249.9,101.605,172.20,,,,
T,2019-09-01 14:21:17,42.094332464,-86.614006497,595.0,5.8,247.8,101.633,165.48,,,,
T,2019-09-01 14:21:33,42.094166502,-86.614510417,595.0,5.5,246.1,101.657,149.55,,,,
T,2019-09-01 14:21:50,42.093992829,-86.615107963,595.0,6.1,248.6,101.686,174.10,,,,
T,2019-09-01 14:22:07,42.093813121,-86.615678603,595.0,5.9,247.0,101.714,168.16,,,,
T,2019-09-01 14:22:26,42.093663169,-86.616264582,595.0,5.2,251.0,101.741,168.17,,,,
T,2019-09-01 14:22:42,42.093497459,-86.616762299,595.0,5.5,245.8,101.766,147.97,,,,
T,2019-09-01 14:22:56,42.093390338,-86.617176952,595.0,5.0,250.8,101.785,119.12,,,,
T,2019-09-01 14:23:11,42.093248852,-86.617606441,595.0,5.0,246.1,101.806,127.47,,,,
T,2019-09-01 14:23:26,42.093110131,-86.618050346,595.0,5.2,247.2,101.828,130.66,,,,
T,2019-09-01 14:23:41,42.092945343,-86.618556865,595.0,5.9,246.3,101.852,150.02,,,,
T,2019-09-01 14:23:58,42.092765886,-86.619172348,595.0,6.3,248.5,101.882,179.40,,,,
T,2019-09-01 14:24:19,42.092550220,-86.619929150,595.0,6.2,249.0,101.918,219.94,,,,
T,2019-09-01 14:24:37,42.092331704,-86.620578077,595.0,6.4,245.6,101.950,193.30,,,,
T,2019-09-01 14:24:54,42.092141602,-86.621170007,596.6,6.1,246.6,101.979,174.97,,,,
T,2019-09-01 14:25:13,42.091937838,-86.621817760,596.6,6.0,247.0,102.010,190.86,,,,
T,2019-09-01 14:25:30,42.091777241,-86.622363506,596.6,5.6,248.4,102.036,159.27,,,,
T,2019-09-01 14:25:45,42.091641622,-86.622812273,596.6,5.2,247.8,102.058,131.45,,,,
T,2019-09-01 14:26:02,42.091472140,-86.623245450,595.0,4.6,242.2,102.080,132.81,,,,
T,2019-09-01 14:26:20,42.091330737,-86.623723637,595.0,4.6,248.3,102.103,139.65,,,,
T,2019-09-01 14:26:39,42.091128230,-86.624278771,595.0,5.2,243.8,102.130,167.78,,,,
T,2019-09-01 14:26:55,42.090955898,-86.624816218,596.6,5.9,246.6,102.157,158.82,,,,
T,2019-09-01 14:27:15,42.090710225,-86.625502277,596.6,6.1,244.2,102.191,206.62,,,,
T,2019-09-01 14:27:33,42.090491624,-86.626122873,596.6,6.1,244.6,102.221,186.34,,,,
T,2019-09-01 14:27:52,42.090251986,-86.626757802,596.6,6.0,243.0,102.253,193.20,,,,
T,2019-09-01 14:28:10,42.090054927,-86.627312684,596.6,5.5,244.4,102.280,166.86,,,,
T,2019-09-01 14:28:24,42.089931713,-86.627737144,596.6,5.2,248.6,102.301,123.65,,,,
T,2019-09-01 14:28:40,42.089793496,-86.628242238,596.6,5.4,249.8,102.325,146.06,,,,
T,2019-09-01 14:29:00,42.089630803,-86.628859816,595.0,5.3,250.5,102.354,177.81,,,,
T,2019-09-01 14:29:16,42.089493005,-86.629354768,595.0,5.3,249.4,102.378,143.43,,,,
T,2019-09-01 14:29:32,42.089327127,-86.629856257,595.0,5.5,246.0,102.402,148.94,,,,
T,2019-09-01 14:29:52,42.089141803,-86.630485905,595.0,5.4,248.4,102.432,183.77,,,,
T,2019-09-01 14:30:09,42.088945415,-86.631050594,595.0,5.9,244.9,102.460,169.16,,,,
T,2019-09-01 14:30:25,42.088737711,-86.631593909,596.6,6.1,242.7,102.488,165.77,,,,
T,2019-09-01 14:30:42,42.088567726,-86.632164717,595.0,5.8,248.1,102.515,166.87,,,,
T,2019-09-01 14:30:58,42.088373015,-86.632729154,596.6,6.3,245.1,102.543,168.85,,,,
T,2019-09-01 14:31:20,42.088134801,-86.633451758,595.0,5.8,246.0,102.578,214.50,,,,
T,2019-09-01 14:31:36,42.087977305,-86.633948134,595.0,5.4,246.9,102.602,146.45,,,,
T,2019-09-01 14:31:55,42.087766416,-86.634542579,596.6,5.6,244.5,102.632,178.73,,,,
T,2019-09-01 14:32:09,42.087594252,-86.634996124,596.6,5.8,242.9,102.654,138.18,,,,
T,2019-09-01 14:32:28,42.087366180,-86.635622755,596.6,5.9,243.9,102.686,189.32,,,,
T,2019-09-01 14:32:45,42.087179180,-86.636150144,596.6,5.5,244.5,102.712,158.55,,,,
T,2019-09-01 14:33:00,42.087053535,-86.636605114,596.6,5.2,249.6,102.733,131.72,,,,
T,2019-09-01 14:33:18,42.086887909,-86.637150776,596.6,5.3,247.8,102.760,159.95,,,,
T,2019-09-01 14:33:35,42.086734772,-86.637617229,596.6,4.8,246.1,102.782,138.37,,,,
T,2019-09-01 14:33:51,42.086564787,-86.638079071,596.6,5.2,243.6,102.805,139.84,,,,
T,2019-09-01 14:34:08,42.086370829,-86.638575867,596.6,5.3,242.3,102.831,152.26,,,,
T,2019-09-01 14:34:25,42.086155666,-86.639119182,598.1,5.8,241.9,102.858,167.03,,,,
T,2019-09-01 14:34:42,42.085974366,-86.639632657,596.6,5.4,244.6,102.883,154.25,,,,
T,2019-09-01 14:35:03,42.085742857,-86.640282171,598.1,5.5,244.3,102.916,195.46,,,,
T,2019-09-01 14:35:19,42.085571615,-86.640749378,598.1,5.2,243.7,102.939,141.35,,,,
T,2019-09-01 14:35:35,42.085385956,-86.641226141,598.1,5.4,242.3,102.963,146.04,,,,
T,2019-09-01 14:35:51,42.085201554,-86.641730983,598.1,5.7,243.8,102.988,152.63,,,,
T,2019-09-01 14:36:08,42.084987313,-86.642282261,598.1,5.9,242.4,103.016,168.79,,,,
T,2019-09-01 14:36:23,42.084834091,-86.642762963,598.1,5.6,246.8,103.039,141.94,,,,
T,2019-09-01 14:36:41,42.084631333,-86.643353887,598.1,5.8,245.2,103.068,176.61,,,,
T,2019-09-01 14:36:58,42.084454056,-86.643919246,598.1,5.8,247.1,103.096,166.52,,,,
T,2019-09-01 14:37:14,42.084287675,-86.644443702,598.1,5.7,246.9,103.121,154.74,,,,
T,2019-09-01 14:37:33,42.084080391,-86.645041583,598.1,5.6,245.0,103.151,179.02,,,,
T,2019-09-01 14:37:52,42.083866904,-86.645644745,598.1,5.7,244.5,103.180,181.28,,,,
T,2019-09-01 14:38:14,42.083680071,-86.646332731,598.1,5.4,249.9,103.213,198.79,,,,
T,2019-09-01 14:38:31,42.083528694,-86.646877639,598.1,5.5,249.5,103.239,157.87,,,,
T,2019-09-01 14:38:45,42.083412688,-86.647337806,598.1,5.6,251.2,103.261,131.88,,,,
T,2019-09-01 14:38:59,42.083279667,-86.647824710,598.1,6.0,249.8,103.284,140.79,,,,
T,2019-09-01 14:39:16,42.083137343,-86.648443462,598.1,6.1,252.8,103.313,175.80,,,,
T,2019-09-01 14:39:31,42.082967944,-86.649012510,598.1,6.6,248.1,103.340,166.36,,,,
T,2019-09-01 14:39:47,42.082860572,-86.649598740,598.1,6.1,256.1,103.367,163.88,,,,
T,2019-09-01 14:40:02,42.082724534,-86.650133505,598.1,6.1,251.1,103.392,153.40,,,,
T,2019-09-01 14:40:19,42.082560500,-86.650729794,598.1,6.0,249.7,103.421,172.56,,,,
T,2019-09-01 14:40:33,42.082383893,-86.651200857,598.1,6.1,243.2,103.444,143.16,,,,
T,2019-09-01 14:40:49,42.082154816,-86.651722211,598.1,6.1,239.4,103.471,164.32,,,,
T,2019-09-01 14:41:03,42.081974018,-86.652204925,599.7,6.2,243.2,103.496,146.67,,,,
T,2019-09-01 14:41:20,42.081757598,-86.652793754,599.7,6.2,243.7,103.525,178.25,,,,
T,2019-09-01 14:41:35,42.081588870,-86.653335812,599.7,6.3,247.2,103.551,159.48,,,,
T,2019-09-01 14:41:49,42.081401283,-86.653859261,599.7,6.7,244.2,103.577,157.69,,,,
T,2019-09-01 14:42:09,42.081212523,-86.654628050,599.7,6.5,251.7,103.613,219.75,,,,
T,2019-09-01 14:42:25,42.081024600,-86.655203719,599.7,6.3,246.3,103.641,170.63,,,,
T,2019-09-01 14:42:41,42.080809772,-86.655793469,599.7,6.6,243.9,103.671,178.22,,,,
T,2019-09-01 14:42:55,42.080612714,-86.656286409,599.7,6.4,241.7,103.696,151.87,,,,
T,2019-09-01 14:43:09,42.080450943,-86.656783707,599.7,6.2,246.3,103.720,147.32,,,,
T,2019-09-01 14:43:24,42.080247682,-86.657318640,599.7,6.4,242.9,103.747,163.02,,,,
T,2019-09-01 14:43:38,42.080049282,-86.657841923,599.7,6.7,242.9,103.773,159.40,,,,
T,2019-09-01 14:43:54,42.079817439,-86.658391105,599.7,6.3,240.4,103.801,171.37,,,,
T,2019-09-01 14:44:09,42.079608562,-86.658900976,599.7,6.2,241.1,103.827,157.97,,,,
T,2019-09-01 14:44:26,42.079370264,-86.659513861,599.7,6.5,242.4,103.858,187.69,,,,
T,2019-09-01 14:44:42,42.079135571,-86.660075197,599.7,6.5,240.6,103.887,174.75,,,,
T,2019-09-01 14:44:59,42.078885203,-86.660680287,599.7,6.5,240.9,103.918,187.91,,,,
T,2019-09-01 14:45:16,42.078655288,-86.661272803,599.7,6.3,242.4,103.948,181.37,,,,
T,2019-09-01 14:45:31,42.078479687,-86.661807736,599.7,6.3,246.1,103.974,158.70,,,,
T,2019-09-01 14:45:48,42.078295788,-86.662381729,599.7,5.9,246.7,104.002,169.63,,,,
T,2019-09-01 14:46:05,42.078104764,-86.662981622,598.1,6.2,246.8,104.031,177.12,,,,
T,2019-09-01 14:46:22,42.077924050,-86.663552765,598.1,5.9,246.9,104.059,168.46,,,,
T,2019-09-01 14:46:36,42.077775188,-86.664016368,598.1,5.8,246.6,104.081,137.06,,,,
T,2019-09-01 14:46:52,42.077592379,-86.664529676,598.1,5.7,244.4,104.107,154.46,,,,
T,2019-09-01 14:47:10,42.077396661,-86.665104926,598.1,5.7,245.4,104.135,171.69,,,,
T,2019-09-01 14:47:27,42.077203039,-86.665657712,598.1,5.8,244.7,104.162,165.84,,,,
T,2019-09-01 14:47:40,42.077046381,-86.666092733,598.1,6.0,244.1,104.184,131.18,,,,
T,2019-09-01 14:47:58,42.076825853,-86.666726991,598.1,6.3,244.9,104.215,190.03,,,,
T,2019-09-01 14:48:11,42.076681098,-86.667153966,598.1,5.8,245.5,104.236,127.36,,,,
T,2019-09-01 14:48:28,42.076589065,-86.667676158,598.1,5.1,256.6,104.260,145.69,,,,
T,2019-09-01 14:48:41,42.076505330,-86.668048818,598.1,4.8,253.2,104.277,105.68,,,,
T,2019-09-01 14:48:57,42.076334422,-86.668556342,598.1,5.6,245.6,104.302,151.21,,,,
T,2019-09-01 14:49:12,42.076155553,-86.669079037,598.1,6.2,245.2,104.328,156.16,,,,
T,2019-09-01 14:49:26,42.076038960,-86.669474328,598.1,4.9,248.3,104.347,115.42,,,,
T,2019-09-01 14:49:43,42.075889511,-86.669913875,598.1,4.6,245.4,104.368,131.18,,,,
T,2019-09-01 14:49:56,42.075777361,-86.670304388,598.1,5.2,248.8,104.387,113.63,,,,
T,2019-09-01 14:50:12,42.075558510,-86.670845859,598.1,6.2,241.4,104.415,167.25,,,,
T,2019-09-01 14:50:26,42.075433033,-86.671344163,598.1,6.0,251.3,104.438,142.81,,,,
T,2019-09-01 14:50:43,42.075268663,-86.671956629,598.1,6.2,250.1,104.467,176.74,,,,
T,2019-09-01 14:51:01,42.075071521,-86.672612345,599.7,6.3,248.0,104.499,191.98,,,,
T,2019-09-01 14:51:17,42.074886365,-86.673189271,598.1,6.3,246.6,104.527,170.55,,,,
T,2019-09-01 14:51:29,42.074801121,-86.673637368,598.1,6.2,255.6,104.548,125.56,,,,
T,2019-09-01 14:51:48,42.074613450,-86.674297946,598.1,6.0,249.1,104.579,191.95,,,,
T,2019-09-01 14:52:03,42.074441370,-86.674820976,599.7,6.1,246.1,104.605,155.23,,,,
T,2019-09-01 14:52:17,42.074283790,-86.675322214,598.1,6.3,247.0,104.629,147.71,,,,
T,2019-09-01 14:52:33,42.074108357,-86.675873743,598.1,6.0,246.8,104.656,162.82,,,,
T,2019-09-01 14:52:50,42.073927643,-86.676461902,598.1,6.0,247.5,104.684,172.73,,,,
T,2019-09-01 14:53:06,42.073782887,-86.677040923,599.7,6.1,251.4,104.712,165.82,,,,
T,2019-09-01 14:53:23,42.073593372,-86.677574767,599.7,5.6,244.4,104.738,160.55,,,,
T,2019-09-01 14:53:38,42.073372761,-86.678027473,599.7,5.8,236.7,104.762,146.87,,,,
T,2019-09-01 14:53:53,42.073188946,-86.678552516,599.7,6.2,244.7,104.788,157.51,,,,
T,2019-09-01 14:54:08,42.073055590,-86.679064818,599.7,5.8,250.7,104.812,147.34,,,,
T,2019-09-01 14:54:25,42.072885269,-86.679698490,601.3,6.4,250.1,104.842,182.90,,,,
T,2019-09-01 14:54:44,42.072711009,-86.680441042,599.7,6.6,252.5,104.877,211.38,,,,
T,2019-09-01 14:55:01,42.072562398,-86.681012772,601.3,5.7,250.7,104.904,164.41,,,,
T,2019-09-01 14:55:18,42.072383277,-86.681607971,601.3,6.1,247.9,104.933,174.29,,,,
T,2019-09-01 14:55:37,42.072171634,-86.682244912,601.3,5.9,245.9,104.964,189.36,,,,
T,2019-09-01 14:55:54,42.071993770,-86.682829298,601.3,6.0,247.7,104.992,171.40,,,,
T,2019-09-01 14:56:08,42.071869550,-86.683383342,601.3,6.6,253.2,105.018,157.09,,,,
T,2019-09-01 14:56:23,42.071731417,-86.683933027,602.9,6.2,251.3,105.044,157.51,,,,
T,2019-09-01 14:56:40,42.071575681,-86.684506684,601.3,5.8,249.9,105.071,165.77,,,,
T,2019-09-01 14:56:56,42.071420867,-86.685077324,601.3,6.1,249.9,105.099,164.89,,,,
T,2019-09-01 14:57:11,42.071274770,-86.685606055,602.9,6.0,249.6,105.124,153.11,,,,
T,2019-09-01 14:57:28,42.071069581,-86.686202930,601.3,6.2,245.2,105.153,178.48,,,,
T,2019-09-01 14:57:45,42.070892053,-86.686759656,601.3,5.7,246.8,105.180,164.42,,,,
T,2019-09-01 14:58:00,42.070733970,-86.687272461,602.9,6.0,247.4,105.205,150.68,,,,
T,2019-09-01 14:58:13,42.070598016,-86.687705554,602.9,5.8,247.1,105.226,127.60,,,,
T,2019-09-01 14:58:32,42.070412189,-86.688342160,602.9,5.8,248.5,105.257,185.64,,,,
T,2019-09-01 14:58:48,42.070261063,-86.688904334,602.9,6.0,250.1,105.283,162.27,,,,
T,2019-09-01 14:59:04,42.070102310,-86.689483691,602.9,6.2,249.7,105.311,167.61,,,,
T,2019-09-01 14:59:21,42.069922937,-86.690105042,602.9,6.3,248.7,105.341,180.93,,,,
T,2019-09-01 14:59:36,42.069777763,-86.690655816,602.9,6.3,250.5,105.367,158.63,,,,
T,2019-09-01 14:59:53,42.069721688,-86.691236682,602.9,5.5,262.6,105.393,159.04,,,,
T,2019-09-01 15:00:07,42.069690591,-86.691651251,602.9,4.8,264.2,105.411,113.13,,,,
T,2019-09-01 15:00:19,42.069608364,-86.691975631,602.9,4.6,251.1,105.427,93.03,,,,
T,2019-09-01 15:00:33,42.069488838,-86.692412328,602.9,5.3,249.8,105.448,126.32,,,,
T,2019-09-01 15:00:48,42.069343245,-86.692901915,604.4,5.7,248.2,105.471,143.13,,,,
T,2019-09-01 15:01:05,42.069123890,-86.693514129,604.4,6.4,244.2,105.501,184.45,,,,
T,2019-09-01 15:01:18,42.068962371,-86.693946132,604.4,6.0,243.3,105.523,131.24,,,,
T,2019-09-01 15:01:31,42.068779394,-86.694424991,604.4,6.7,242.8,105.547,146.12,,,,
T,2019-09-01 15:01:47,42.068549395,-86.694971575,604.4,6.3,240.5,105.575,170.44,,,,
T,2019-09-01 15:02:03,42.068321826,-86.695535509,604.4,6.4,241.5,105.604,174.14,,,,
T,2019-09-01 15:02:21,42.068079170,-86.696165828,606.0,6.3,242.6,105.636,192.64,,,,
T,2019-09-01 15:02:37,42.067920668,-86.696764380,604.4,6.4,250.4,105.664,172.48,,,,
T,2019-09-01 15:02:53,42.067775410,-86.697327141,604.4,6.0,250.8,105.691,161.72,,,,
T,2019-09-01 15:03:09,42.067584135,-86.697923513,606.0,6.5,246.6,105.720,176.30,,,,
T,2019-09-01 15:03:23,42.067427225,-86.698463978,604.4,6.7,248.6,105.745,157.50,,,,
T,2019-09-01 15:03:39,42.067266209,-86.699054986,604.4,6.3,249.8,105.774,170.87,,,,
T,2019-09-01 15:03:55,42.067086753,-86.699654628,604.4,6.5,248.0,105.802,175.47,,,,
T,2019-09-01 15:04:11,42.066899752,-86.700247983,604.4,6.5,247.0,105.831,174.94,,,,
T,2019-09-01 15:04:26,42.066718116,-86.700762631,604.4,6.1,244.6,105.857,154.63,,,,
T,2019-09-01 15:04:44,42.066475712,-86.701387083,604.4,6.3,242.4,105.888,191.19,,,,
T,2019-09-01 15:05:01,42.066301787,-86.702008266,604.4,6.3,249.3,105.918,180.19,,,,
T,2019-09-01 15:05:17,42.066124091,-86.702600699,604.4,6.4,248.0,105.946,173.41,,,,
T,2019-09-01 15:05:34,42.065957962,-86.703184331,602.9,5.9,249.0,105.974,169.65,,,,
T,2019-09-01 15:05:49,42.065803232,-86.703706859,602.9,6.0,248.3,105.999,152.68,,,,
T,2019-09-01 15:06:04,42.065647412,-86.704262914,602.9,6.4,249.3,106.026,161.32,,,,
T,2019-09-01 15:06:19,42.065488156,-86.704823915,602.9,6.4,249.1,106.053,163.02,,,,
T,2019-09-01 15:06:38,42.065281458,-86.705569234,602.9,6.7,249.5,106.088,215.95,,,,
T,2019-09-01 15:06:55,42.065099655,-86.706180107,602.9,6.2,248.2,106.118,178.62,,,,
T,2019-09-01 15:07:11,42.064946601,-86.706755273,602.9,6.1,250.3,106.145,165.84,,,,
T,2019-09-01 15:07:28,42.064750297,-86.707364470,602.9,6.3,246.5,106.175,180.23,,,,
T,2019-09-01 15:07:44,42.064597076,-86.707915747,602.9,5.9,249.5,106.201,159.77,,,,
T,2019-09-01 15:07:59,42.064440167,-86.708406759,604.4,5.7,246.7,106.225,145.08,,,,
T,2019-09-01 15:08:17,42.064267164,-86.708997348,602.9,5.7,248.5,106.253,172.32,,,,
T,2019-09-01 15:08:33,42.064140011,-86.709467406,602.9,5.0,250.0,106.276,135.79,,,,
T,2019-09-01 15:08:49,42.063991567,-86.709973756,602.9,5.5,248.5,106.300,147.76,,,,
T,2019-09-01 15:09:05,42.063850919,-86.710471893,602.9,5.4,249.2,106.324,144.65,,,,
T,2019-09-01 15:09:18,42.063719323,-86.710868692,602.9,5.4,245.9,106.343,117.94,,,,
T,2019-09-01 15:09:32,42.063575154,-86.711308574,602.9,5.5,246.2,106.365,130.49,,,,
T,2019-09-01 15:09:47,42.063436015,-86.711767400,602.9,5.3,247.8,106.387,134.52,,,,
T,2019-09-01 15:09:59,42.063346747,-86.712103933,602.9,4.8,250.3,106.403,97.00,,,,
T,2019-09-01 15:10:13,42.063256642,-86.712486316,602.9,4.6,252.4,106.421,108.90,,,,
T,2019-09-01 15:10:27,42.063164609,-86.712900968,602.9,5.0,253.4,106.440,117.49,,,,
T,2019-09-01 15:10:44,42.063074755,-86.713401955,601.3,4.9,256.4,106.463,139.93,,,,
T,2019-09-01 15:11:00,42.062972328,-86.713869078,602.9,4.9,253.5,106.485,132.23,,,,
T,2019-09-01 15:11:15,42.062832182,-86.714402251,602.9,6.1,250.5,106.510,153.53,,,,
T,2019-09-01 15:11:30,42.062694887,-86.714928970,602.9,6.0,250.7,106.535,151.53,,,,
T,2019-09-01 15:11:45,42.062586173,-86.715469351,602.9,6.0,254.8,106.560,152.00,,,,
T,2019-09-01 15:12:04,42.062446112,-86.716112327,602.9,5.7,253.6,106.590,181.91,,,,
T,2019-09-01 15:12:24,42.062287694,-86.716838703,602.9,6.1,253.6,106.624,205.53,,,,
T,2019-09-01 15:12:41,42.062183926,-86.717433902,602.9,5.8,256.8,106.651,165.99,,,,
T,2019-09-01 15:12:57,42.062084097,-86.717943940,601.3,5.3,255.2,106.675,143.20,,,,
T,2019-09-01 15:13:12,42.061988376,-86.718462948,601.3,5.7,256.0,106.699,145.19,,,,
T,2019-09-01 15:13:28,42.061894666,-86.719066026,601.3,6.2,258.2,106.726,167.29,,,,
T,2019-09-01 15:13:43,42.061838508,-86.719583860,601.3,5.6,261.7,106.749,142.10,,,,
T,2019-09-01 15:13:59,42.061767597,-86.720109070,601.3,5.4,259.7,106.773,144.95,,,,
T,2019-09-01 15:14:17,42.061634827,-86.720697312,602.9,5.5,253.1,106.801,166.91,,,,
T,2019-09-01 15:14:34,42.061475739,-86.721303575,601.3,6.1,250.5,106.829,174.54,,,,
T,2019-09-01 15:14:52,42.061329223,-86.721945126,601.3,6.0,252.9,106.859,182.22,,,,
T,2019-09-01 15:15:05,42.061201902,-86.722414344,602.9,6.2,249.9,106.882,135.61,,,,
T,2019-09-01 15:15:23,42.061056057,-86.723043239,602.9,5.9,252.7,106.911,178.86,,,,
T,2019-09-01 15:15:41,42.060901579,-86.723651430,601.3,5.7,251.1,106.940,174.49,,,,
T,2019-09-01 15:15:54,42.060780795,-86.724091982,602.9,5.8,249.7,106.961,127.48,,,,
T,2019-09-01 15:16:09,42.060662611,-86.724600848,602.9,5.7,252.6,106.985,144.74,,,,
