type,time,latitude,longitude,altitude (ft),speed (kt),course,distance (nmi),distance_interval (ft),eos,color,name,desc
T,2014-07-04 00:12:38,41.837292267,-87.525821524,593.4,5.4,100.7,5.723,154.75,,,,
T,2014-07-04 00:12:56,41.837210376,-87.525240574,591.8,5.3,100.7,5.749,161.10,,,,
T,2014-07-04 00:13:15,41.837126138,-87.524620565,593.4,5.4,100.3,5.777,171.73,,,,
T,2014-07-04 00:13:36,41.837043492,-87.523903241,591.8,5.6,98.8,5.810,197.79,,,,
T,2014-07-04 00:13:52,41.836976269,-87.523380294,593.4,5.4,99.8,5.834,144.60,,,,
T,2014-07-04 00:14:13,41.836892450,-87.522682836,593.4,5.4,99.2,5.865,192.50,,,,
T,2014-07-04 00:14:38,41.836771835,-87.521860572,593.4,5.4,101.1,5.903,228.35,,,,
T,2014-07-04 00:14:56,41.836701930,-87.521263612,595.0,5.4,98.9,5.930,164.66,,,,
T,2014-07-04 00:15:14,41.836624145,-87.520681322,595.0,5.3,100.2,5.957,161.19,,,,
T,2014-07-04 00:15:33,41.836538566,-87.520038849,595.0,5.5,100.1,5.986,177.84,,,,
T,2014-07-04 00:15:50,41.836454077,-87.519466449,596.6,5.5,101.2,6.012,159.00,,,,
T,2014-07-04 00:16:09,41.836365983,-87.518837890,596.6,5.4,100.7,6.041,174.27,,,,
T,2014-07-04 00:16:28,41.836266993,-87.518204050,595.0,5.5,101.8,6.070,176.46,,,,
T,2014-07-04 00:16:48,41.836189795,-87.517520003,595.0,5.6,98.6,6.101,188.52,,,,
T,2014-07-04 00:17:10,41.836068844,-87.516799076,596.6,5.4,102.7,6.134,201.35,,,,
T,2014-07-04 00:17:30,41.835971447,-87.516174288,598.1,5.2,101.8,6.163,173.92,,,,
T,2014-07-04 00:17:46,41.835890226,-87.515685959,598.1,5.0,102.6,6.185,136.33,,,,
T,2014-07-04 00:18:06,41.835807161,-87.515062932,596.6,5.1,100.1,6.213,172.46,,,,
T,2014-07-04 00:18:28,41.835732479,-87.514382154,596.6,5.0,98.4,6.244,187.51,,,,
T,2014-07-04 00:18:47,41.835665004,-87.513791481,596.6,5.1,98.7,6.271,162.84,,,,
T,2014-07-04 00:19:06,41.835595602,-87.513197120,596.6,5.1,98.9,6.298,163.94,,,,
T,2014-07-04 00:19:28,41.835523518,-87.512516426,596.6,5.0,98.1,6.329,187.35,,,,
T,2014-07-04 00:19:50,41.835454451,-87.511827014,596.6,5.1,97.7,6.360,189.56,,,,
T,2014-07-04 00:20:07,41.835399466,-87.511311779,596.6,4.9,98.2,6.383,141.83,,,,
T,2014-07-04 00:20:27,41.835331907,-87.510690177,596.6,5.1,98.3,6.412,171.18,,,,
T,2014-07-04 00:20:47,41.835334422,-87.510107635,596.6,4.7,89.7,6.438,158.76,,,,
T,2014-07-04 00:21:02,41.835401477,-87.509706812,255.9,4.4,77.3,6.456,111.93,,,,
T,2014-07-04 00:21:03,41.835405920,-87.509679990,255.9,4.4,77.5,6.457,7.49,,,,
T,2014-07-04 00:21:04,41.835410362,-87.509653252,349.0,4.4,77.4,6.459,7.46,,,,
T,2014-07-04 00:21:05,41.835414888,-87.509626513,339.5,4.4,77.2,6.460,7.47,,,,
T,2014-07-04 00:21:06,41.835419331,-87.509599775,421.5,4.4,77.4,6.461,7.46,,,,
T,2014-07-04 00:21:08,41.835293602,-87.509416630,408.9,20.1,132.7,6.472,67.75,,,,
T,2014-07-04 00:21:09,41.835250268,-87.509366171,371.0,12.4,139.1,6.476,20.94,,,,
T,2014-07-04 00:21:11,41.835236941,-87.509307330,342.7,5.0,106.9,6.478,16.75,,,,
T,2014-07-04 00:21:12,41.835233001,-87.509279167,380.5,4.6,100.6,6.480,7.81,,,,
T,2014-07-04 00:21:13,41.835231744,-87.509250334,434.1,4.7,93.3,6.481,7.87,,,,
T,2014-07-04 00:21:14,41.835230319,-87.509220494,342.7,4.8,93.7,6.482,8.15,,,,
T,2014-07-04 00:21:15,41.835232247,-87.509195013,530.3,4.1,84.2,6.483,6.98,,,,
T,2014-07-04 00:21:16,41.835224535,-87.509176238,598.1,3.5,118.9,6.484,5.84,,,,
T,2014-07-04 00:21:17,41.835221266,-87.509154528,647.0,3.6,101.4,6.485,6.03,,,,
T,2014-07-04 00:21:18,41.835178854,-87.509089652,788.9,13.9,131.3,6.489,23.48,,,,
T,2014-07-04 00:21:20,41.835153876,-87.509039613,766.9,4.9,123.8,6.492,16.40,,,,
T,2014-07-04 00:21:21,41.835148679,-87.509012539,746.4,4.5,104.4,6.493,7.62,,,,
T,2014-07-04 00:21:22,41.835143482,-87.508982951,727.4,4.9,103.3,6.495,8.28,,,,
T,2014-07-04 00:21:23,41.835140046,-87.508950010,705.3,5.4,98.0,6.496,9.06,,,,
T,2014-07-04 00:21:24,41.835135100,-87.508917321,691.2,5.4,101.5,6.498,9.09,,,,
T,2014-07-04 00:21:25,41.835131496,-87.508887313,673.8,4.9,99.2,6.499,8.28,,,,
T,2014-07-04 00:21:26,41.835125629,-87.508861246,662.8,4.4,106.8,6.500,7.42,,,,
T,2014-07-04 00:21:28,41.835114313,-87.508804416,613.9,4.7,105.0,6.503,16.03,,,,
T,2014-07-04 00:21:29,41.835103836,-87.508769045,547.7,6.1,111.7,6.505,10.37,,,,
T,2014-07-04 00:21:37,41.834941478,-87.508451287,544.5,7.8,124.4,6.522,104.88,,,,
T,2014-07-04 00:21:40,41.834997972,-87.508407533,626.5,4.7,30.0,6.526,23.79,,,,
T,2014-07-04 00:21:42,41.834986908,-87.508369647,599.7,3.3,111.4,6.528,11.08,,,,
T,2014-07-04 00:21:43,41.834986238,-87.508341148,604.4,4.6,91.8,6.529,7.77,,,,
T,2014-07-04 00:21:47,41.834979784,-87.508202093,527.2,5.6,93.6,6.535,37.97,,,,
T,2014-07-04 00:21:48,41.834974755,-87.508161273,558.7,6.7,99.4,6.537,11.27,,,,
T,2014-07-04 00:21:50,41.834962936,-87.508091033,547.7,5.8,102.7,6.540,19.62,,,,
T,2014-07-04 00:21:51,41.834957655,-87.508058175,528.7,5.4,102.2,6.542,9.16,,,,
T,2014-07-04 00:21:52,41.834950699,-87.508024983,481.4,5.6,105.7,6.543,9.39,,,,
T,2014-07-04 00:21:53,41.834969222,-87.507985169,623.4,7.6,58.0,6.545,12.78,,,,
T,2014-07-04 00:21:54,41.834969558,-87.507953988,598.1,5.0,89.2,6.547,8.50,,,,
T,2014-07-04 00:21:56,41.834960338,-87.507885341,590.2,5.6,100.2,6.550,19.01,,,,
T,2014-07-04 00:22:16,41.834865119,-87.507231385,591.8,5.4,101.1,6.580,181.56,,,,
T,2014-07-04 00:22:33,41.834770823,-87.506651273,591.8,5.6,102.3,6.606,161.78,,,,
T,2014-07-04 00:22:46,41.834702427,-87.506215917,590.2,5.5,101.9,6.626,121.23,,,,
T,2014-07-04 00:23:03,41.834591199,-87.505643936,590.2,5.6,104.6,6.653,161.06,,,,
T,2014-07-04 00:23:17,41.834514504,-87.505161054,593.4,5.7,102.0,6.675,134.53,,,,
T,2014-07-04 00:23:36,41.834431020,-87.504512127,593.4,5.6,99.8,6.704,179.45,,,,
T,2014-07-04 00:23:50,41.834359691,-87.504061349,583.9,5.3,102.0,6.725,125.57,,,,
T,2014-07-04 00:23:52,41.834348123,-87.503997395,596.6,5.3,103.6,6.728,17.93,,,,
T,2014-07-04 00:23:53,41.834342005,-87.503966968,595.0,5.1,105.1,6.730,8.59,,,,
T,2014-07-04 00:23:55,41.834333036,-87.503903518,591.8,5.2,100.7,6.732,17.60,,,,
T,2014-07-04 00:24:10,41.834260700,-87.503378559,590.2,5.7,100.5,6.756,145.47,,,,
T,2014-07-04 00:24:20,41.834212001,-87.503017802,585.5,5.9,100.3,6.773,99.90,,,,
T,2014-07-04 00:24:22,41.834203787,-87.502949238,595.0,5.6,99.1,6.776,18.92,,,,
T,2014-07-04 00:24:42,41.834115190,-87.502270639,591.8,5.6,99.9,6.807,187.73,,,,
T,2014-07-04 00:25:01,41.834014356,-87.501612492,593.4,5.7,101.6,6.837,183.09,,,,
T,2014-07-04 00:25:22,41.833904386,-87.500879830,593.4,5.7,101.4,6.870,203.65,,,,
T,2014-07-04 00:25:41,41.833771197,-87.500203913,593.4,5.9,104.8,6.902,190.49,,,,
T,2014-07-04 00:26:02,41.833684780,-87.499514753,593.4,5.4,99.6,6.933,190.44,,,,
T,2014-07-04 00:26:19,41.833583191,-87.498940676,593.4,5.6,103.4,6.960,160.77,,,,
T,2014-07-04 00:26:37,41.833475903,-87.498335084,593.4,5.6,103.4,6.988,169.61,,,,
T,2014-07-04 00:26:57,41.833340367,-87.497666459,593.4,5.6,105.2,7.019,188.79,,,,
T,2014-07-04 00:27:18,41.833226206,-87.496979898,593.4,5.4,102.6,7.050,191.68,,,,
T,2014-07-04 00:27:38,41.833099639,-87.496296605,593.4,5.7,104.0,7.082,191.84,,,,
T,2014-07-04 00:27:59,41.832938455,-87.495594453,593.4,5.6,107.1,7.115,200.17,,,,
T,2014-07-04 00:28:19,41.832867041,-87.494915770,591.8,5.5,98.0,7.145,186.78,,,,
T,2014-07-04 00:28:38,41.832787581,-87.494264916,591.8,5.6,99.3,7.175,179.73,,,,
T,2014-07-04 00:28:54,41.832691692,-87.493717158,591.8,5.7,103.2,7.200,153.32,,,,
T,2014-07-04 00:29:14,41.832543751,-87.493074769,593.4,5.4,107.2,7.230,183.18,,,,
T,2014-07-04 00:29:33,41.832357338,-87.492478229,591.8,5.5,112.8,7.259,176.20,,,,
T,2014-07-04 00:29:53,41.832234040,-87.491789237,591.8,5.7,103.5,7.291,193.07,,,,
T,2014-07-04 00:30:13,41.832124321,-87.491091611,591.8,5.8,101.9,7.323,194.28,,,,
T,2014-07-04 00:30:35,41.832020972,-87.490346963,591.8,5.6,100.6,7.357,206.41,,,,
T,2014-07-04 00:30:57,41.831933465,-87.489590747,591.8,5.6,98.8,7.391,208.55,,,,
T,2014-07-04 00:31:15,41.831890130,-87.488961853,591.8,5.7,95.3,7.420,172.12,,,,
T,2014-07-04 00:31:34,41.831801450,-87.488295911,591.8,5.7,100.1,7.450,184.35,,,,
T,2014-07-04 00:31:57,41.831700113,-87.487471299,591.8,5.9,99.4,7.488,227.75,,,,
T,2014-07-04 00:32:15,41.831622161,-87.486860007,590.2,5.6,99.7,7.515,169.00,,,,
T,2014-07-04 00:32:32,41.831581928,-87.486258605,590.2,5.7,95.1,7.542,164.56,,,,
T,2014-07-04 00:32:53,41.831523841,-87.485504569,591.8,5.8,95.9,7.576,206.59,,,,
T,2014-07-04 00:33:14,41.831483943,-87.484767381,591.8,5.7,94.2,7.610,201.44,,,,
T,2014-07-04 00:33:34,41.831539851,-87.484159526,590.2,4.9,83.0,7.637,166.91,,,,
T,2014-07-04 00:33:54,41.831607074,-87.483635405,590.2,4.3,80.2,7.661,144.93,,,,
T,2014-07-04 00:34:13,41.831510263,-87.482976336,590.2,5.7,101.2,7.691,183.05,,,,
T,2014-07-04 00:34:32,41.831405908,-87.482320704,590.2,5.7,102.1,7.721,182.69,,,,
T,2014-07-04 00:34:51,41.831327956,-87.481658030,590.2,5.7,99.0,7.751,182.82,,,,
T,2014-07-04 00:35:10,41.831248999,-87.480976079,590.2,5.9,98.8,7.782,188.07,,,,
T,2014-07-04 00:35:31,41.831163084,-87.480237633,588.6,5.7,98.9,7.816,203.67,,,,
T,2014-07-04 00:35:52,41.831103070,-87.479495248,588.6,5.7,96.2,7.849,203.51,,,,
T,2014-07-04 00:36:10,41.831060071,-87.478845734,588.6,5.8,95.1,7.878,177.71,,,,
T,2014-07-04 00:36:31,41.830944987,-87.478106115,588.6,5.8,101.8,7.912,205.89,,,,
T,2014-07-04 00:36:51,41.830846164,-87.477410082,587.1,5.7,100.8,7.944,193.08,,,,
T,2014-07-04 00:37:12,41.830744324,-87.476679012,587.1,5.7,100.6,7.977,202.67,,,,
T,2014-07-04 00:37:31,41.830662768,-87.476029666,587.1,5.6,99.6,8.007,179.45,,,,
T,2014-07-04 00:37:50,41.830538213,-87.475389708,588.6,5.6,104.6,8.037,180.22,,,,
T,2014-07-04 00:38:09,41.830441486,-87.474727118,588.6,5.7,101.1,8.067,183.99,,,,
T,2014-07-04 00:38:26,41.830367306,-87.474162681,588.6,5.4,100.0,8.093,156.19,,,,
T,2014-07-04 00:38:40,41.830275943,-87.473699078,588.6,5.5,104.8,8.114,130.66,,,,
T,2014-07-04 00:38:44,41.830249708,-87.473572260,588.6,5.3,105.5,8.120,35.86,1,,,
T,2014-07-04 00:51:31,41.825689115,-87.447303291,583.9,,,9.330,7349.98,,,,
T,2014-07-04 00:51:32,41.825700430,-87.447261549,583.9,7.2,70.0,9.332,12.10,,,,
T,2014-07-04 00:51:50,41.825641086,-87.446673978,576.0,5.3,97.7,9.358,161.60,,,,
T,2014-07-04 00:52:08,41.825599680,-87.446060758,580.8,5.5,95.2,9.386,167.82,,,,
T,2014-07-04 00:52:14,41.825601608,-87.445822544,580.8,6.4,89.4,9.397,64.93,,,,
T,2014-07-04 00:52:32,41.825541425,-87.445157608,580.8,6.0,96.9,9.427,182.56,,,,
T,2014-07-04 00:52:44,41.825463893,-87.444742788,582.3,5.8,104.1,9.446,116.54,,,,
T,2014-07-04 00:53:03,41.825295165,-87.444109451,583.9,5.7,109.7,9.476,183.25,,,,
T,2014-07-04 00:53:19,41.825196175,-87.443545098,585.5,5.9,103.2,9.502,157.99,,,,
T,2014-07-04 00:53:38,41.825093916,-87.442859122,585.5,5.9,101.3,9.533,190.65,,,,
T,2014-07-04 00:53:55,41.825011438,-87.442257050,585.5,5.8,100.4,9.561,166.83,,,,
T,2014-07-04 00:54:13,41.824911442,-87.441608375,585.5,5.9,101.7,9.590,180.52,,,,
T,2014-07-04 00:54:32,41.824785881,-87.440931788,585.5,5.9,104.0,9.622,190.00,,,,
T,2014-07-04 00:54:53,41.824626457,-87.440184960,585.5,6.0,106.0,9.657,211.69,,,,
T,2014-07-04 00:55:15,41.824456304,-87.439427907,587.1,5.8,106.8,9.692,215.46,,,,
T,2014-07-04 00:55:36,41.824295036,-87.438720726,585.5,5.7,107.0,9.725,201.51,,,,
T,2014-07-04 00:55:56,41.824135948,-87.438036175,587.1,5.8,107.3,9.757,195.38,,,,
T,2014-07-04 00:56:16,41.824005274,-87.437346429,587.1,5.7,104.3,9.789,193.94,,,,
T,2014-07-04 00:56:37,41.823823303,-87.436622316,587.1,5.9,108.6,9.824,208.21,,,,
T,2014-07-04 00:56:58,41.823656252,-87.435892085,587.1,5.9,107.1,9.858,208.14,,,,
T,2014-07-04 00:57:17,41.823505713,-87.435253048,587.1,5.7,107.5,9.888,182.62,,,,
T,2014-07-04 00:57:36,41.823317707,-87.434604373,587.1,5.9,111.3,9.919,189.62,,,,
T,2014-07-04 00:57:57,41.823122827,-87.433907753,587.1,5.7,110.6,9.952,202.72,,,,
T,2014-07-04 00:58:14,41.822967762,-87.433334934,587.1,5.8,110.0,9.980,166.04,,,,
T,2014-07-04 00:58:33,41.822762741,-87.432709392,587.1,5.8,113.7,10.010,186.16,,,,
T,2014-07-04 00:58:52,41.822574483,-87.432084521,587.1,5.7,112.0,10.041,183.62,,,,
T,2014-07-04 00:59:14,41.822378011,-87.431335179,587.1,5.8,109.4,10.076,216.44,,,,
T,2014-07-04 00:59:34,41.822207188,-87.430655071,587.1,5.8,108.6,10.108,195.55,,,,
T,2014-07-04 00:59:50,41.822079280,-87.430111673,587.1,5.7,107.5,10.134,155.28,,,,
T,2014-07-04 01:00:10,41.821898818,-87.429430140,588.6,5.8,109.6,10.166,197.07,,,,
T,2014-07-04 01:00:31,41.821729336,-87.428710554,587.1,5.8,107.5,10.200,205.64,,,,
T,2014-07-04 01:00:50,41.821571337,-87.428048551,587.1,5.9,107.8,10.231,189.41,,,,
T,2014-07-04 01:01:11,41.821425995,-87.427315554,588.6,5.8,104.9,10.265,206.70,,,,
T,2014-07-04 01:01:31,41.821254334,-87.426621113,588.6,5.9,108.4,10.298,199.36,,,,
T,2014-07-04 01:01:49,41.821111422,-87.425993979,587.1,5.9,107.0,10.328,178.70,,,,
T,2014-07-04 01:02:10,41.820982005,-87.425244385,587.1,5.9,103.0,10.362,209.70,,,,
T,2014-07-04 01:02:26,41.820860971,-87.424712554,587.1,5.6,107.0,10.387,151.53,,,,
T,2014-07-04 01:02:46,41.820700876,-87.424027333,587.1,5.8,107.4,10.419,195.68,,,,
T,2014-07-04 01:03:05,41.820543548,-87.423360804,587.1,5.9,107.6,10.451,190.51,,,,
T,2014-07-04 01:03:24,41.820431147,-87.422703579,587.1,5.7,102.9,10.481,183.77,,,,
T,2014-07-04 01:03:46,41.820252109,-87.421964630,587.1,5.7,108.0,10.516,211.73,,,,
T,2014-07-04 01:04:06,41.820101403,-87.421274548,587.1,5.8,106.3,10.548,195.96,,,,
T,2014-07-04 01:04:25,41.819944661,-87.420597793,587.1,6.0,107.3,10.580,193.11,,,,
T,2014-07-04 01:04:49,41.819775179,-87.419778295,587.1,5.7,105.5,10.618,231.76,,,,
T,2014-07-04 01:05:07,41.819644170,-87.419162476,587.1,5.7,105.9,10.647,174.52,,,,
T,2014-07-04 01:05:25,41.819487009,-87.418568619,587.1,5.7,109.6,10.675,171.71,,,,
T,2014-07-04 01:05:41,41.819343092,-87.418020777,587.1,5.9,109.4,10.701,158.28,,,,
T,2014-07-04 01:06:02,41.819136310,-87.417268083,585.5,6.2,110.2,10.737,218.57,,,,
T,2014-07-04 01:06:19,41.819002116,-87.416685289,587.1,5.8,107.2,10.764,166.22,,,,
T,2014-07-04 01:06:39,41.818855349,-87.415993446,587.1,5.8,105.9,10.797,196.03,,,,
T,2014-07-04 01:06:55,41.818742361,-87.415438816,587.1,5.8,105.3,10.822,156.69,,,,
T,2014-07-04 01:07:16,41.818580339,-87.414729120,587.1,5.7,107.0,10.856,202.27,,,,
T,2014-07-04 01:07:36,41.818426698,-87.414041134,587.1,5.8,106.7,10.888,195.72,,,,
T,2014-07-04 01:07:52,41.818286302,-87.413489856,588.6,5.9,108.9,10.914,158.74,,,,
T,2014-07-04 01:08:13,41.818120172,-87.412763313,588.6,5.8,107.1,10.948,207.10,,,,
T,2014-07-04 01:08:33,41.817979692,-87.412085552,588.6,5.7,105.5,10.980,191.71,,,,
T,2014-07-04 01:08:52,41.817820100,-87.411465961,588.6,5.6,109.1,11.009,178.63,,,,
T,2014-07-04 01:09:09,41.817710129,-87.410890041,587.1,5.6,104.4,11.036,162.03,,,,
T,2014-07-04 01:09:26,41.817592783,-87.410327364,587.1,5.5,105.6,11.062,159.23,,,,
T,2014-07-04 01:09:45,41.817457248,-87.409669636,587.1,5.8,105.5,11.093,185.97,,,,
T,2014-07-04 01:10:02,41.817338644,-87.409102181,587.1,5.6,105.7,11.119,160.61,,,,
T,2014-07-04 01:10:22,41.817220040,-87.408400113,588.6,5.8,102.8,11.151,196.20,,,,
T,2014-07-04 01:10:24,41.817206377,-87.408324927,587.1,6.2,103.7,11.155,21.09,,,,
T,2014-07-04 01:10:44,41.817087186,-87.407651273,585.5,5.6,103.4,11.186,188.70,,,,
T,2014-07-04 01:11:04,41.816946622,-87.406971082,583.9,5.7,105.5,11.217,192.36,,,,
T,2014-07-04 01:11:23,41.816813266,-87.406316204,585.5,5.8,105.3,11.248,185.01,,,,
T,2014-07-04 01:11:41,41.816703547,-87.405694267,572.9,5.7,103.3,11.277,174.19,,,,
T,2014-07-04 01:11:42,41.816697763,-87.405660404,585.5,5.6,102.9,11.278,9.47,,,,
T,2014-07-04 01:12:03,41.816543788,-87.404950457,582.3,5.7,106.2,11.311,201.50,,,,
T,2014-07-04 01:12:05,41.816527192,-87.404890358,585.5,5.2,110.3,11.314,17.46,,,,
T,2014-07-04 01:12:13,41.816470195,-87.404611073,587.1,5.8,105.3,11.327,78.92,,,,
T,2014-07-04 01:12:32,41.816342622,-87.403953848,583.9,5.8,104.6,11.358,185.09,,,,
T,2014-07-04 01:12:51,41.816201890,-87.403317830,587.1,5.6,106.5,11.387,180.80,,,,
T,2014-07-04 01:13:08,41.816082196,-87.402736796,583.9,5.7,105.5,11.414,164.29,,,,
T,2014-07-04 01:13:26,41.815952947,-87.402129276,579.2,5.7,105.9,11.443,172.18,,,,
T,2014-07-04 01:13:27,41.815946829,-87.402093066,580.8,6.0,102.8,11.444,10.12,,,,
T,2014-07-04 01:13:34,41.815894609,-87.401866503,590.2,5.5,107.2,11.455,64.63,,,,
T,2014-07-04 01:13:36,41.815884635,-87.401797855,593.4,5.6,101.0,11.458,19.06,,,,
T,2014-07-04 01:13:45,41.815824704,-87.401496274,582.3,5.6,104.9,11.472,85.06,,,,
T,2014-07-04 01:14:03,41.815696964,-87.400896549,585.5,5.6,105.9,11.500,169.98,,,,
T,2014-07-04 01:14:23,41.815549694,-87.400236139,585.5,5.6,106.7,11.531,187.86,,,,
T,2014-07-04 01:14:31,41.815485991,-87.399963643,595.0,5.8,107.4,11.544,77.83,,,,
T,2014-07-04 01:14:32,41.815475598,-87.399928607,593.4,6.1,111.7,11.546,10.27,,,,
T,2014-07-04 01:14:52,41.815316342,-87.399297450,587.1,5.4,108.7,11.575,181.58,,,,
T,2014-07-04 01:15:11,41.815169323,-87.398684481,587.1,5.5,107.8,11.604,175.48,,,,
T,2014-07-04 01:15:30,41.815067316,-87.398037817,588.6,5.6,102.0,11.634,180.16,,,,
T,2014-07-04 01:15:50,41.814986682,-87.397356620,585.5,5.6,99.0,11.665,188.01,,,,
T,2014-07-04 01:16:11,41.814889954,-87.396644410,585.5,5.6,100.3,11.697,197.33,,,,
T,2014-07-04 01:16:30,41.814777888,-87.396010319,587.1,5.5,103.3,11.727,177.62,,,,
T,2014-07-04 01:16:49,41.814679401,-87.395353345,591.8,5.7,101.4,11.757,182.66,,,,
T,2014-07-04 01:17:10,41.814560210,-87.394631328,591.8,5.7,102.5,11.790,201.56,,,,
T,2014-07-04 01:17:28,41.814446719,-87.394030848,593.4,5.6,104.2,11.818,168.84,,,,
T,2014-07-04 01:17:52,41.814293330,-87.393229036,591.8,5.6,104.4,11.855,225.61,,,,
T,2014-07-04 01:18:09,41.814177744,-87.392653199,591.8,5.7,105.1,11.882,162.53,,,,
T,2014-07-04 01:18:31,41.814036341,-87.391922716,591.8,5.5,104.6,11.915,205.70,,,,
T,2014-07-04 01:18:50,41.813924191,-87.391281836,591.8,5.6,103.2,11.945,179.43,,,,
T,2014-07-04 01:19:06,41.813840121,-87.390752351,591.8,5.5,102.0,11.969,147.56,,,,
T,2014-07-04 01:19:13,41.813794524,-87.390524112,587.1,5.5,105.0,11.980,64.40,,,,
T,2014-07-04 01:19:31,41.813667957,-87.389919441,585.5,5.6,105.7,12.008,171.17,,,,
T,2014-07-04 01:19:47,41.813557986,-87.389388951,587.1,5.6,105.5,12.033,150.07,,,,
T,2014-07-04 01:19:52,41.813522782,-87.389217960,590.2,5.7,105.4,12.041,48.35,,,,
T,2014-07-04 01:19:54,41.813504761,-87.389150318,587.1,5.8,109.7,12.044,19.57,,,,
T,2014-07-04 01:20:11,41.813383391,-87.388586300,587.1,5.6,106.1,12.070,159.99,,,,
T,2014-07-04 01:20:28,41.813270403,-87.388025383,598.1,5.5,105.1,12.096,158.36,,,,
T,2014-07-04 01:20:35,41.813226650,-87.387804687,598.1,5.3,104.9,12.106,62.24,,,,
T,2014-07-04 01:20:44,41.813172754,-87.387507632,587.1,5.5,103.7,12.120,83.33,,,,
T,2014-07-04 01:21:00,41.813090024,-87.386977309,583.9,5.5,101.8,12.144,147.68,,,,
T,2014-07-04 01:21:05,41.813061610,-87.386809504,588.6,5.6,102.8,12.152,46.90,,,,
T,2014-07-04 01:21:11,41.813018024,-87.386616049,598.1,5.4,106.8,12.161,55.08,,,,
T,2014-07-04 01:21:15,41.812989274,-87.386485711,587.1,5.5,106.5,12.167,37.04,,,,
T,2014-07-04 01:21:16,41.812978294,-87.386453105,587.1,5.8,114.3,12.169,9.75,,,,
T,2014-07-04 01:21:20,41.812950634,-87.386322599,595.0,5.5,105.9,12.175,36.98,,,,
T,2014-07-04 01:21:23,41.812937977,-87.386222268,588.6,5.5,99.6,12.180,27.74,,,,
T,2014-07-04 01:21:28,41.812902018,-87.386057563,593.4,5.5,106.3,12.187,46.77,,,,
T,2014-07-04 01:21:30,41.812889362,-87.385993861,590.2,5.3,104.9,12.190,17.97,,,,
T,2014-07-04 01:21:48,41.812789617,-87.385399248,588.6,5.5,102.7,12.218,166.13,,,,
T,2014-07-04 01:22:06,41.812685849,-87.384793488,583.9,5.6,102.9,12.245,169.41,,,,
T,2014-07-04 01:22:25,41.812597169,-87.384157469,582.3,5.5,100.6,12.275,176.37,,,,
T,2014-07-04 01:22:45,41.812497424,-87.383470908,583.9,5.6,101.0,12.306,190.66,,,,
T,2014-07-04 01:23:02,41.812424250,-87.382891551,583.9,5.6,99.6,12.332,160.18,,,,
T,2014-07-04 01:23:16,41.812340263,-87.382417805,574.5,5.6,103.4,12.354,132.73,,,,
T,2014-07-04 01:23:18,41.812328193,-87.382343961,580.8,6.1,102.4,12.357,20.61,,,,
T,2014-07-04 01:23:32,41.812273711,-87.381852865,587.1,5.7,98.5,12.380,135.35,,,,
T,2014-07-04 01:23:51,41.812213445,-87.381200837,588.6,5.6,97.1,12.409,179.11,,,,
T,2014-07-04 01:24:06,41.812176816,-87.380679818,590.2,5.6,95.4,12.433,142.66,,,,
T,2014-07-04 01:24:22,41.812135996,-87.380124768,588.6,5.6,95.6,12.458,152.05,,,,
T,2014-07-04 01:24:36,41.812097523,-87.379648928,590.2,5.5,96.2,12.479,130.48,,,,
T,2014-07-04 01:24:52,41.812038934,-87.379090777,588.6,5.7,98.0,12.505,153.65,,,,
T,2014-07-04 01:25:12,41.811981015,-87.378412932,588.6,5.5,96.5,12.535,185.99,,,,
T,2014-07-04 01:25:18,41.811953690,-87.378207073,585.5,5.6,100.1,12.545,57.00,,,,
T,2014-07-04 01:25:20,41.811944470,-87.378152842,590.2,4.5,102.8,12.547,15.16,,,,
T,2014-07-04 01:25:42,41.811902728,-87.377410289,590.2,5.5,94.3,12.580,203.00,,,,
T,2014-07-04 01:26:03,41.811845899,-87.376676537,590.2,5.7,95.9,12.614,201.10,,,,
T,2014-07-04 01:26:22,41.811786555,-87.376027443,591.8,5.6,97.0,12.643,178.27,,,,
T,2014-07-04 01:26:41,41.811715728,-87.375364602,590.2,5.7,98.2,12.673,182.54,,,,
T,2014-07-04 01:27:03,41.811634591,-87.374608889,590.2,5.6,98.2,12.707,208.13,,,,
T,2014-07-04 01:27:28,41.811520429,-87.373759551,590.2,5.6,100.2,12.746,235.25,,,,
T,2014-07-04 01:27:46,41.811435185,-87.373150606,590.2,5.6,100.6,12.774,168.89,,,,
T,2014-07-04 01:28:01,41.811374836,-87.372634783,590.2,5.6,98.9,12.797,142.33,,,,
T,2014-07-04 01:28:21,41.811263692,-87.371973367,590.2,5.5,102.7,12.827,184.81,,,,
T,2014-07-04 01:28:40,41.811148860,-87.371325446,588.6,5.7,103.4,12.857,181.53,,,,
T,2014-07-04 01:28:58,41.811051294,-87.370738965,588.6,5.4,102.6,12.884,163.79,,,,
T,2014-07-04 01:29:16,41.810939480,-87.370135384,588.6,5.6,104.0,12.912,169.52,,,,
T,2014-07-04 01:29:38,41.810831521,-87.369399620,588.6,5.5,101.1,12.946,204.41,,,,
T,2014-07-04 01:29:56,41.810735213,-87.368801991,588.6,5.5,102.2,12.973,166.66,,,,
T,2014-07-04 01:30:18,41.810615938,-87.368086260,588.6,5.4,102.6,13.006,199.91,,,,
T,2014-07-04 01:30:43,41.810483253,-87.367258798,588.6,5.5,102.1,13.044,230.71,,,,
T,2014-07-04 01:31:02,41.810365235,-87.366645159,588.6,5.4,104.5,13.073,172.73,,,,
